Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,43,69666,6048656,Santa Clara,San Jose Unified,Merritt Trace Elementary
2021-2022,43,69666,4330593,Santa Clara,San Jose Unified,Middle College High
2021-2022,43,69666,6062103,Santa Clara,San Jose Unified,Muwekma Ohlone Middle
2021-2022,43,69666,0000001,Santa Clara,San Jose Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High
2021-2022,43,69666,6093090,Santa Clara,San Jose Unified,Rachel Carson Elementary
2021-2022,43,69666,6048664,Santa Clara,San Jose Unified,Reed Elementary
2021-2022,43,69666,6048672,Santa Clara,San Jose Unified,River Glen
2021-2022,43,69666,4337200,Santa Clara,San Jose Unified,San Jose High
2021-2022,43,69666,6048680,Santa Clara,San Jose Unified,Schallenberger Elementary
2021-2022,43,69666,6048698,Santa Clara,San Jose Unified,Selma Olinder Elementary
2021-2022,43,69666,6048706,Santa Clara,San Jose Unified,Simonds Elementary
2021-2022,43,69666,6048714,Santa Clara,San Jose Unified,Terrell Elementary
2021-2022,43,69666,6048730,Santa Clara,San Jose Unified,Walter L. Bachrodt Elementary
2021-2022,43,69666,6048748,Santa Clara,San Jose Unified,Washington Elementary
2021-2022,43,69666,6048755,Santa Clara,San Jose Unified,Williams Elementary
2021-2022,43,69666,6048763,Santa Clara,San Jose Unified,Willow Glen Elementary
2021-2022,43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High
2021-2022,43,69666,6060107,Santa Clara,San Jose Unified,Willow Glen Middle
2021-2022,43,69674,0140475,Santa Clara,Santa Clara Unified,Abram Agnew Elementary
2021-2022,43,69674,4338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High
2021-2022,43,69674,6048797,Santa Clara,Santa Clara Unified,Bowers Elementary
2021-2022,43,69674,6048805,Santa Clara,Santa Clara Unified,Bracher Elementary
2021-2022,43,69674,6048813,Santa Clara,Santa Clara Unified,Braly Elementary
2021-2022,43,69674,6048821,Santa Clara,Santa Clara Unified,Briarwood Elementary
2021-2022,43,69674,6101752,Santa Clara,Santa Clara Unified,Buchser Middle
2021-2022,43,69674,6048847,Santa Clara,Santa Clara Unified,C. W. Haman Elementary
2021-2022,43,69674,0133363,Santa Clara,Santa Clara Unified,Central Park Elementary
2021-2022,43,69674,0000000,Santa Clara,Santa Clara Unified,District Office
2021-2022,43,69674,0140483,Santa Clara,Santa Clara Unified,Dolores Huerta Middle
2021-2022,43,69674,0110700,Santa Clara,Santa Clara Unified,Don Callejon
2021-2022,43,69674,6048870,Santa Clara,Santa Clara Unified,George Mayne Elementary
2021-2022,43,69674,6048854,Santa Clara,Santa Clara Unified,Juan Cabrillo Middle
2021-2022,43,69674,6048896,Santa Clara,Santa Clara Unified,Kathryn Hughes Elementary
2021-2022,43,69674,6048904,Santa Clara,Santa Clara Unified,Laurelwood Elementary
2021-2022,43,69674,6101760,Santa Clara,Santa Clara Unified,Marian A. Peterson Middle
2021-2022,43,69674,6048920,Santa Clara,Santa Clara Unified,Millikin Elementary
2021-2022,43,69674,0135970,Santa Clara,Santa Clara Unified,Mission Early College High
2021-2022,43,69674,6048938,Santa Clara,Santa Clara Unified,Montague Elementary
2021-2022,43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High
2021-2022,43,69674,0000001,Santa Clara,Santa Clara Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69674,6048987,Santa Clara,Santa Clara Unified,Pomeroy Elementary
2021-2022,43,69674,6048995,Santa Clara,Santa Clara Unified,Ponderosa Elementary
2021-2022,43,69674,0125443,Santa Clara,Santa Clara Unified,Santa Clara Community Day
2021-2022,43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High
2021-2022,43,69674,6049019,Santa Clara,Santa Clara Unified,Scott Lane Elementary
2021-2022,43,69674,6049027,Santa Clara,Santa Clara Unified,Sutter Elementary
2021-2022,43,69674,6049035,Santa Clara,Santa Clara Unified,Washington Open Elementary
2021-2022,43,69674,6049043,Santa Clara,Santa Clara Unified,Westwood Elementary
2021-2022,43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative
2021-2022,43,69682,6049068,Santa Clara,Saratoga Union Elementary,Argonaut Elementary
2021-2022,43,69682,0000000,Santa Clara,Saratoga Union Elementary,District Office
2021-2022,43,69682,6049084,Santa Clara,Saratoga Union Elementary,Foothill Elementary
2021-2022,43,69682,0000001,Santa Clara,Saratoga Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69682,6049092,Santa Clara,Saratoga Union Elementary,Redwood Middle
2021-2022,43,69682,6049100,Santa Clara,Saratoga Union Elementary,Saratoga Elementary
2021-2022,43,69690,6049142,Santa Clara,Sunnyvale,Bishop Elementary
2021-2022,43,69690,6049167,Santa Clara,Sunnyvale,Cherry Chase Elementary
2021-2022,43,69690,6049241,Santa Clara,Sunnyvale,Columbia Middle
2021-2022,43,69690,6049175,Santa Clara,Sunnyvale,Cumberland Elementary
2021-2022,43,69690,6049191,Santa Clara,Sunnyvale,Ellis Elementary
2021-2022,43,69690,6049217,Santa Clara,Sunnyvale,Fairwood Elementary
2021-2022,43,69690,6049233,Santa Clara,Sunnyvale,Lakewood Elementary
2021-2022,43,69690,0000001,Santa Clara,Sunnyvale,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69690,6049282,Santa Clara,Sunnyvale,San Miguel Elementary
2021-2022,43,69690,6049258,Santa Clara,Sunnyvale,Sunnyvale Middle
2021-2022,43,69690,6049159,Santa Clara,Sunnyvale,Vargas Elementary
2021-2022,43,69708,6049290,Santa Clara,Union Elementary,Alta Vista Elementary
2021-2022,43,69708,6049316,Santa Clara,Union Elementary,Carlton Elementary
2021-2022,43,69708,6049332,Santa Clara,Union Elementary,Dartmouth Middle
2021-2022,43,69708,6049357,Santa Clara,Union Elementary,Guadalupe Elementary
2021-2022,43,69708,6049373,Santa Clara,Union Elementary,Lietz Elementary
2021-2022,43,69708,6049407,Santa Clara,Union Elementary,Noddin Elementary
2021-2022,43,69708,0000001,Santa Clara,Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,43,69708,6049415,Santa Clara,Union Elementary,Oster Elementary
2021-2022,43,69708,6049449,Santa Clara,Union Elementary,Union Middle
2021-2022,43,73387,6047583,Santa Clara,Milpitas Unified,Alexander Rose Elementary
2021-2022,43,73387,6047591,Santa Clara,Milpitas Unified,Anthony Spangler Elementary
2021-2022,43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills
2021-2022,43,73387,6047609,Santa Clara,Milpitas Unified,Curtner Elementary
2021-2022,43,73387,6047625,Santa Clara,Milpitas Unified,John Sinnott Elementary
2021-2022,43,73387,6047633,Santa Clara,Milpitas Unified,Joseph Weller Elementary
2021-2022,43,73387,0137505,Santa Clara,Milpitas Unified,Mabel Mattos Elementary
2021-2022,43,73387,6047641,Santa Clara,Milpitas Unified,Marshall Pomeroy Elementary
2021-2022,43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High
2021-2022,43,73387,0140673,Santa Clara,Milpitas Unified,Milpitas Middle College High
2021-2022,43,73387,0000001,Santa Clara,Milpitas Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,43,73387,6067219,Santa Clara,Milpitas Unified,Pearl Zanker Elementary
2021-2022,43,73387,6047666,Santa Clara,Milpitas Unified,Rancho Milpitas Middle
2021-2022,43,73387,6047674,Santa Clara,Milpitas Unified,Robert Randall Elementary
2021-2022,43,73387,6047682,Santa Clara,Milpitas Unified,Thomas Russell Middle
2021-2022,43,73387,6047690,Santa Clara,Milpitas Unified,William Burnett Elementary
2021-2022,43,77115,0137059,Santa Clara,SBE - Perseverance Preparatory,Perseverance Preparatory
2021-2022,43,77149,0137315,Santa Clara,SBE - KIPP Navigate College Prep,KIPP Navigate College Prep
2021-2022,44,10447,4430252,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter
2021-2022,44,10447,0136572,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Career Advancement Charter
2021-2022,44,10447,4430278,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Community
2021-2022,44,10447,4430146,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court
2021-2022,44,10447,6069397,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Special Education
2021-2022,44,69732,6049563,Santa Cruz,Bonny Doon Union Elementary,Bonny Doon Elementary
2021-2022,44,69757,6049571,Santa Cruz,Happy Valley Elementary,Happy Valley Elementary
2021-2022,44,69765,6114102,Santa Cruz,Live Oak Elementary,Del Mar Elementary
2021-2022,44,69765,0000000,Santa Cruz,Live Oak Elementary,District Office
2021-2022,44,69765,6049597,Santa Cruz,Live Oak Elementary,Green Acres Elementary
2021-2022,44,69765,6049605,Santa Cruz,Live Oak Elementary,Live Oak Elementary
2021-2022,44,69765,6118673,Santa Cruz,Live Oak Elementary,Ocean Alternative Education Center
2021-2022,44,69765,6113559,Santa Cruz,Live Oak Elementary,Shoreline Middle
2021-2022,44,69765,0100388,Santa Cruz,Live Oak Elementary,Tierra Pacifica Charter
2021-2022,44,69773,6049613,Santa Cruz,Mountain Elementary,Mountain Elementary
2021-2022,44,69781,6049621,Santa Cruz,Pacific Elementary,Pacific Elementary
2021-2022,44,69799,6049829,Santa Cruz,Pajaro Valley Unified,Alianza Charter
2021-2022,44,69799,6049639,Santa Cruz,Pajaro Valley Unified,Amesti Elementary
2021-2022,44,69799,6117253,Santa Cruz,Pajaro Valley Unified,Ann Soldo Elementary
2021-2022,44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High
2021-2022,44,69799,6049647,Santa Cruz,Pajaro Valley Unified,Aptos Junior High
2021-2022,44,69799,6049662,Santa Cruz,Pajaro Valley Unified,Bradley Elementary
2021-2022,44,69799,6049670,Santa Cruz,Pajaro Valley Unified,Calabasas Elementary
2021-2022,44,69799,0117804,Santa Cruz,Pajaro Valley Unified,Ceiba College Preparatory Academy
2021-2022,44,69799,0109595,Santa Cruz,Pajaro Valley Unified,Cesar E. Chavez Middle
2021-2022,44,69799,4430245,Santa Cruz,Pajaro Valley Unified,Diamond Technology Institute
2021-2022,44,69799,0000000,Santa Cruz,Pajaro Valley Unified,District Office
2021-2022,44,69799,6049688,Santa Cruz,Pajaro Valley Unified,E. A. Hall Middle
2021-2022,44,69799,6049696,Santa Cruz,Pajaro Valley Unified,Freedom Elementary
2021-2022,44,69799,6049704,Santa Cruz,Pajaro Valley Unified,H. A. Hyde Elementary
2021-2022,44,69799,6049712,Santa Cruz,Pajaro Valley Unified,Hall District Elementary
2021-2022,44,69799,6112841,Santa Cruz,Pajaro Valley Unified,Lakeview Middle
2021-2022,44,69799,0102673,Santa Cruz,Pajaro Valley Unified,Landmark Elementary
2021-2022,44,69799,6049720,Santa Cruz,Pajaro Valley Unified,Linscott Charter
2021-2022,44,69799,6049738,Santa Cruz,Pajaro Valley Unified,Mar Vista Elementary
2021-2022,44,69799,6049746,Santa Cruz,Pajaro Valley Unified,Mintie White Elementary
2021-2022,44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day
2021-2022,44,69799,0000001,Santa Cruz,Pajaro Valley Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,44,69799,6108138,Santa Cruz,Pajaro Valley Unified,Ohlone Elementary
2021-2022,44,69799,4430229,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter
2021-2022,44,69799,6049753,Santa Cruz,Pajaro Valley Unified,Pajaro Middle
2021-2022,44,69799,0105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High
2021-2022,44,69799,0140335,Santa Cruz,Pajaro Valley Unified,PVUSD Virtual Academy
2021-2022,44,69799,0102665,Santa Cruz,Pajaro Valley Unified,Radcliff Elementary
2021-2022,44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation
2021-2022,44,69799,6049779,Santa Cruz,Pajaro Valley Unified,Rio del Mar Elementary
2021-2022,44,69799,6049787,Santa Cruz,Pajaro Valley Unified,Rolling Hills Middle
2021-2022,44,69799,6108146,Santa Cruz,Pajaro Valley Unified,Starlight Elementary
2021-2022,44,69799,6049803,Santa Cruz,Pajaro Valley Unified,T. S. MacQuiddy Elementary
2021-2022,44,69799,6049811,Santa Cruz,Pajaro Valley Unified,Valencia Elementary
2021-2022,44,69799,6119077,Santa Cruz,Pajaro Valley Unified,Watsonville Charter School of the Arts
2021-2022,44,69799,4437901,Santa Cruz,Pajaro Valley Unified,Watsonville High
2021-2022,44,69807,6049837,Santa Cruz,San Lorenzo Valley Unified,Boulder Creek Elementary
2021-2022,44,69807,0000001,Santa Cruz,San Lorenzo Valley Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,44,69807,0110007,Santa Cruz,San Lorenzo Valley Unified,Ocean Grove Charter
2021-2022,44,69807,6049852,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Elementary
2021-2022,44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High
2021-2022,44,69807,6060644,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley Middle
2021-2022,44,69807,4430179,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter
2021-2022,44,69815,6049860,Santa Cruz,Santa Cruz City Elementary,Bay View Elementary
2021-2022,44,69815,6049886,Santa Cruz,Santa Cruz City Elementary,De Laveaga Elementary
2021-2022,44,69815,6049894,Santa Cruz,Santa Cruz City Elementary,Gault Elementary
2021-2022,44,69815,0000001,Santa Cruz,Santa Cruz City Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,44,69815,6108203,Santa Cruz,Santa Cruz City Elementary,Santa Cruz City Elementary Alternative Education-Monarch
2021-2022,44,69815,6049928,Santa Cruz,Santa Cruz City Elementary,Westlake Elementary
2021-2022,44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education
2021-2022,44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Independent Studies
2021-2022,44,69823,6060149,Santa Cruz,Santa Cruz City High,Branciforte Middle
2021-2022,44,69823,4436960,Santa Cruz,Santa Cruz City High,Costanoa Continuation High
2021-2022,44,69823,4430187,Santa Cruz,Santa Cruz City High,Delta Charter
2021-2022,44,69823,4432340,Santa Cruz,Santa Cruz City High,Harbor High
2021-2022,44,69823,6060156,Santa Cruz,Santa Cruz City High,Mission Hill Middle
2021-2022,44,69823,0000001,Santa Cruz,Santa Cruz City High,"Nonpublic, Nonsectarian Schools"
2021-2022,44,69823,4437109,Santa Cruz,Santa Cruz City High,Santa Cruz High
2021-2022,44,69823,4437406,Santa Cruz,Santa Cruz City High,Soquel High
2021-2022,44,69849,6111421,Santa Cruz,Soquel Union Elementary,Main Street Elementary
2021-2022,44,69849,6066542,Santa Cruz,Soquel Union Elementary,New Brighton Middle
2021-2022,44,69849,0126920,Santa Cruz,Soquel Union Elementary,Opal Cliffs
2021-2022,44,69849,6049977,Santa Cruz,Soquel Union Elementary,Santa Cruz Gardens Elementary
2021-2022,44,69849,6049985,Santa Cruz,Soquel Union Elementary,Soquel Elementary
2021-2022,44,75432,6049936,Santa Cruz,Scotts Valley Unified,Brook Knoll Elementary
2021-2022,44,75432,0139410,Santa Cruz,Scotts Valley Unified,California Connections Academy Monterey Bay
2021-2022,44,75432,0000001,Santa Cruz,Scotts Valley Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,44,75432,4430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High
2021-2022,44,75432,6049944,Santa Cruz,Scotts Valley Unified,Scotts Valley Middle
2021-2022,44,75432,6049951,Santa Cruz,Scotts Valley Unified,Vine Hill Elementary
2021-2022,44,77248,0138909,Santa Cruz,SBE - Watsonville Prep,Watsonville Prep
2021-2022,45,10454,0111674,Shasta,Shasta County Office of Education,Chrysalis Charter
2021-2022,45,10454,0129957,Shasta,Shasta County Office of Education,Northern Summit Academy Shasta
2021-2022,45,10454,0132944,Shasta,Shasta County Office of Education,Redding STEM Academy
2021-2022,45,10454,0132647,Shasta,Shasta County Office of Education,Shasta County Independent Study
2021-2022,45,10454,4530150,Shasta,Shasta County Office of Education,Shasta County Juvenile Court
2021-2022,45,10454,6069389,Shasta,Shasta County Office of Education,Shasta County Special Education
2021-2022,45,69856,4530192,Shasta,Anderson Union High,Anderson Community Day
2021-2022,45,69856,4530804,Shasta,Anderson Union High,Anderson High
2021-2022,45,69856,4530333,Shasta,Anderson Union High,Anderson New Technology High
2021-2022,45,69856,0000001,Shasta,Anderson Union High,"Nonpublic, Nonsectarian Schools"
2021-2022,45,69856,4530762,Shasta,Anderson Union High,North Valley High
2021-2022,45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alternative)
2021-2022,45,69856,4530028,Shasta,Anderson Union High,West Valley High
2021-2022,45,69872,6050074,Shasta,Bella Vista Elementary,Bella Vista Elementary
2021-2022,45,69872,0000001,Shasta,Bella Vista Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,45,69880,6050082,Shasta,Black Butte Union Elementary,Black Butte Elementary
2021-2022,45,69880,6113260,Shasta,Black Butte Union Elementary,Black Butte Junior High
2021-2022,45,69914,6050132,Shasta,Cascade Union Elementary,Anderson Heights Elementary
2021-2022,45,69914,6050124,Shasta,Cascade Union Elementary,Anderson Middle
2021-2022,45,69914,6050140,Shasta,Cascade Union Elementary,Meadow Lane Elementary
2021-2022,45,69914,0000001,Shasta,Cascade Union Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,45,69914,6114144,Shasta,Cascade Union Elementary,North State Aspire Academy
2021-2022,45,69914,0135624,Shasta,Cascade Union Elementary,Tree of Life International Charter
2021-2022,45,69922,6050165,Shasta,Castle Rock Union Elementary,Castle Rock Elementary
2021-2022,45,69948,6050181,Shasta,Columbia Elementary,Columbia Elementary
2021-2022,45,69948,0101113,Shasta,Columbia Elementary,Columbia-East Valley K-6 Community Day
2021-2022,45,69948,0000000,Shasta,Columbia Elementary,District Office
2021-2022,45,69948,6117857,Shasta,Columbia Elementary,Mountain View Middle
2021-2022,45,69948,0000001,Shasta,Columbia Elementary,"Nonpublic, Nonsectarian Schools"
2021-2022,45,69948,0134122,Shasta,Columbia Elementary,Redding School of the Arts
2021-2022,45,69948,0139543,Shasta,Columbia Elementary,Shasta View Academy
2021-2022,45,69955,0121640,Shasta,Cottonwood Union Elementary,Cottonwood Creek Charter
2021-2022,45,69955,0111393,Shasta,Cottonwood Union Elementary,North Cottonwood
2021-2022,45,69955,6050207,Shasta,Cottonwood Union Elementary,West Cottonwood Junior High
2021-2022,45,69971,6050215,Shasta,Enterprise Elementary,Alta Mesa Elementary
2021-2022,45,69971,6111470,Shasta,Enterprise Elementary,Boulder Creek Elementary
2021-2022,45,69971,6050223,Shasta,Enterprise Elementary,Lassen View Elementary
